Mizzen and Main Followers,Twitter Username,Real Name
17280409
101533475
349124936
270613528
285673982
24658032
150101369
523415699
122412651
22827762
347329533
317532911
219362404
232030812
33559700
190438113
15388491
443824104
17136315
594955896
482434279
357059730
266763526
491584402
18750961
20343890
14770936
722835853
269014415
59568218
231878184
247311167
69635896
218552666
14058707
574012396
18795823
22688731
56565012
188844665
33677524
15327565
732960312
15393063
32502097
286240821
54782980
851645623
634323
339674346
634882073
15171487
281607165
85438757
24465656
398835165
80061068
804707
18616939
31505518
573582248
195500386
475964701
790445227
467908140
602167444
34869114
374761547
211610683
707782657
234593205
99766460
125115105
19520162
347350820
31410858
222342774
16808708
888101294
442329654
930033128
378955365
505866090
353736933
67044520
276663841
389434944
286965207
28511230
314974217
707882880
323340786
42719460
30263491
19382962
26667302
945800474
222482110
422042123
486247522
84198445
265829268
14728428
315596357
462484441
13560992
558124220
83898823
281093280
101111759
35573692
27388879
25244095
760522664
109348709
19700156
331790633
550450574
552417576
282823659
606460235
27502014
173909739
77188561
249059697
1016347728
214608471
842238054
19674683
783704072
13717362
188193508
1031088024
391651209
21155077
98766270
301813900
459563135
63490690
262318173
502033949
392205536
26331309
130724696
44496485
447195891
381341832
234494446
49388689
978692988
237801577
842659976
577288916
17763708
487692002
204999372
196344181
394974774
948769958
23950507
248411581
77229525
36802184
51692131
29921196
29548497
254583951
115591497
35407072
306751674
135643747
34319240
415739083
24155293
131271066
230356425
11887962
1137605803
278268493
235150829
49681360
471301027
15138366
82486244
16250967
7099232
27016736
359103082
983497170
94672964
252145401
18086449
16655201
1212692162
176170587
584130119
552379181
493236762
366120868
486250424
261476109
335664998
20607789
54475955
723283752
47061894
13186172
430301336
227446746
609695422
315072876
237130332
388544492
55081107
633365652
561513973
25311735
367824926
478404081
99141292
27695453
182582040
336292701
30587418
1167897150
59289433
32419376
163936569
354607084
399708621
19159150
1250454908
319416627
882648990
298013456
51515207
1253271662
227535081
48147773
126832089
296683509
41198880
28162223
43895333
52473213
484966147
300456764
16931765
18168429
40689949
757502792
31410580
81465972
196194936
101819812
291323406
33408773
473948760
30246090
224348417
734018738
447179090
60456083
98940197
115076744
22456291
321673798
15300591
437207210
37839772
30089596
57765473
510854533
368992476
69286837
297178208
143972635
707325818
115104514
19837423
319949368
48153880
792734592
305805804
337728423
36775138
173606317
1261008696
158239120
87820416
441523458
491848256
233816562
1315185798
